,STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,EC_LO_OT,EC_ST,ELECCOLL,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,ELINFO,ELCONT,TOTCOLL,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,INCITSST,INCITSCO,GNISPLAC,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOMATCH,GEO_ID,Total,White,Black,AIAN,Asian,Hawaiian,Other,Two,White_pct,Black_pct,AIAN_pct,Asian_pct,Hawaiian_pct,Other_pct,Two_pct,Poverty,White_pov,Black_pov,Median_Income,NAME,STATE_POVERTY_RANKING,STATE_INCOME_RANKING,TOTATTEN_RANKING,SALARIES_RANKING,HRS_OPEN_RANKING,BKVOL_RANKING,PITUSR_RANKING
1160,OK,OK0008,14,BARNSDALL - ETHEL BRIGGS MEMORIAL LIBRARY,410 S FIFTH,BARNSDALL,74002,M,P O BOX 706,BARNSDALL,74002,0706,OSAGE,9188472118,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,1154,1145,1,0,0,0.0,0.5,0.0,0.5,18000,4462,0,10750,33212,-9,-9,-9,3112,1500,0,4612,-9,24537,0,0,0,0,0,0,12341,46402,65,12993,0,701,0,37,37,0,1040,3951,520,1487,6386,1385,1564,4822,0,1564,6386,0,0,6,6,0,103,103,0,2,2964,1456,-1,2019,6,1,0,0,0,-96.1617,36.55768,40,113,04250,46963,42,42,9400.08,2058,4003,46140,0,A,1400000US40113940008,2858,1987,5,458,6,2,15,385,0.6952414275717285,0.0017494751574527643,0.1602519244226732,0.002099370188943317,0.0006997900629811056,0.005248425472358292,0.13470958712386283,11.9,11.0,100.0,52670.0,BARNSDALL   ETHEL BRIGGS MEMORIAL LIBRARY,15.0,9.0,2,1,3,5,9
1161,OK,OK0012,18,BLACKWELL PUBLIC LIBRARY,123 WEST PADON,BLACKWELL,74631,2805,SAME AS ST. ADDRESS,BLACKWELL,74631,M,KAY,5803631809,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,6660,6609,1,0,0,0.0,2.0,1.6,3.6,180181,6336,4680,1500,192697,90069,23936,114005,22114,3000,242,25356,29458,168819,0,0,0,0,0,0,23954,46402,288,12993,762,701,0,37,37,38,1924,17045,14820,1120,18783,7740,1821,16962,24,1845,18807,0,8,483,418,28,5149,4480,257,4,1755,40388,13718,2019,6,1,0,0,0,-97.2837,36.80229,40,71,06600,43538,33,33,13.01,4074,4003,38620,1,A,1400000US40071001301,3575,2815,11,235,22,4,146,342,0.7874125874125875,0.003076923076923077,0.06573426573426573,0.006153846153846154,0.0011188811188811189,0.04083916083916084,0.09566433566433566,19.6,16.4,,42091.0,BLACKWELL PUBLIC LIBRARY,7.0,15.0,16,13,8,13,3
1162,OK,OK0019,25,CHELSEA PUBLIC LIBRARY,618 PINE STREET,CHELSEA,74016,1940,618 PINE STREET,CHELSEA,74016,1940,ROGERS,9187893364,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,1910,1895,1,0,0,0.0,1.0,0.0,1.0,20000,1763,0,7413,29176,-9,-9,-9,654,2013,0,2667,-9,32182,0,0,0,1853,1853,0,18062,46402,80,12993,1200,701,1,37,38,1,1716,8949,2808,4140,6715,937,2349,4366,0,2349,6715,0,62,6,6,0,166,166,0,8,2832,0,16955,2019,6,2,0,0,0,-95.4324,36.53539,40,131,13700,92459,42,42,507.01,1062,4002,46140,0,A,1400000US40131050701,2107,1215,10,488,2,0,8,384,0.5766492643569056,0.004746084480303749,0.23160892263882296,0.0009492168960607499,0.0,0.0037968675842429997,0.18224964404366398,28.8,28.5,50.0,36406.0,CHELSEA PUBLIC LIBRARY,2.0,18.0,5,2,6,9,8
1163,OK,OK0021,27,CHICKASHA PUBLIC LIBRARY,527 IOWA AVENUE,CHICKASHA,73018,3445,527 IOWA AVENUE,CHICKASHA,73018,3445,GRADY,4052226075,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,16352,16227,1,0,0,1.0,5.73,0.73,6.46,414350,21977,4576,31000,471903,209515,116506,326021,36582,16257,2786,55625,66952,448598,0,0,0,3944,3944,3944,46176,46513,1861,13044,492,701,9,37,46,98,2626,61528,24388,5068,59897,20153,16670,43227,3592,20262,63489,453,286,313,131,21,3804,2492,164,15,9856,9859,28245,2019,6,1,0,0,0,-97.9387,35.04757,40,51,13950,55834,32,32,10.0,1100,4004,36420,0,A,1400000US40051000100,942,708,23,69,5,2,29,106,0.7515923566878981,0.024416135881104035,0.0732484076433121,0.005307855626326964,0.0021231422505307855,0.03078556263269639,0.11252653927813164,43.4,42.7,0.0,28190.0,CHICKASHA PUBLIC LIBRARY,1.0,21.0,14,18,17,18,17
1164,OK,OK0031,35,DUNCAN PUBLIC LIBRARY,3785 N. HIGHWAY 81,DUNCAN,73533,9182,3785 N. HIGHWAY 81,DUNCAN,73533,9182,STEPHENS,5802550636,NO,CI,MO,Y,CI1,N,07/01/2018,06/30/2019,22420,22249,1,1,0,1.0,6.0,3.15,9.15,760467,16642,8926,0,786035,314888,136117,451005,44921,34697,12674,92292,79912,623209,0,0,6295,137595,143890,48538,67285,360215,2473,82918,3712,13830,23,37,60,53,3874,164329,8164,39664,116163,38680,33719,82444,120397,154116,236560,533,222,681,171,274,7847,3937,2565,22,9748,14190,395627,2019,6,1,0,0,15,-97.9669,34.54449,40,137,21900,43143,41,32,1.01,1002,4004,20340,1,A,1400000US40137000101,5573,4342,107,266,83,0,107,668,0.7791135833482864,0.019199712901489325,0.047730127399964115,0.014893235241342185,0.0,0.019199712901489325,0.11986362820742867,8.3,9.1,0.0,52295.0,DUNCAN PUBLIC LIBRARY,18.0,11.0,18,19,20,20,16
1165,OK,OK0036,40,FAIRFAX PUBLIC LIBRARY,158 EAST ELM,FAIRFAX,74637,2017,158 EAST ELM,FAIRFAX,74637,2017,OSAGE,9186425535,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,1280,1270,1,0,0,0.0,1.13,0.06,1.19,35318,5286,4927,23580,69111,-9,-9,-9,25286,1500,0,26786,-9,68925,0,0,0,0,0,12672,13208,46402,70,12993,606,701,1,37,38,0,780,5803,2236,1191,5622,1155,1031,4591,0,1031,5622,0,0,12,10,0,680,517,0,7,736,0,2872,2019,6,2,0,0,0,-96.7037,36.57345,40,113,24850,46963,43,43,9400.03,5092,4003,46140,0,A,1400000US40113940003,4406,3021,16,681,11,8,63,606,0.6856559237403541,0.003631411711302769,0.1545619609623241,0.0024965955515206537,0.0018157058556513845,0.014298683613254653,0.13753971856559238,16.9,15.1,37.5,47464.0,FAIRFAX PUBLIC LIBRARY,10.0,13.0,8,3,1,6,2
1166,OK,OK0044,48,HENRYETTA PUBLIC LIBRARY,518 W. MAIN,HENRYETTA,74437,4244,SAME AS ST. ADDRESS,HENRYETTA,74437,M,OKMULGEE,9186527377,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,5561,5518,1,0,0,0.0,2.0,0.25,2.25,94720,4777,815,8029,108341,49662,22514,72176,6899,2261,247,9407,11224,92807,0,0,0,815,815,0,29866,0,137,0,297,0,0,37,37,7447,2236,29120,1508,5200,8817,1854,0,8817,0,0,8817,0,68,7,6,1,110,98,12,11,4761,501,-1,2019,6,1,0,0,0,-95.9873,35.43981,40,111,33750,38465,32,32,9.02,4126,4002,46140,0,A,1400000US40111000902,4300,2801,39,854,18,10,36,542,0.6513953488372093,0.009069767441860464,0.1986046511627907,0.004186046511627907,0.002325581395348837,0.008372093023255815,0.12604651162790698,25.5,24.9,,31366.0,HENRYETTA PUBLIC LIBRARY,3.0,20.0,3,10,12,14,14
1167,OK,OK0048,52,HOMINY PUBLIC LIBRARY,121 WEST MAIN,HOMINY,74035,1031,121 WEST MAIN,HOMINY,74035,1031,OSAGE,9188854486,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,3400,3374,1,0,0,0.0,1.75,0.0,1.75,72497,10602,4960,0,88059,-9,-9,-9,1925,1500,0,3425,-9,75320,0,0,0,19500,19500,19500,10273,57194,294,10614,0,1180,0,37,37,1,2340,10500,8112,3871,8255,2715,611,7644,0,611,8255,1,5,57,27,0,160,152,0,6,2461,3500,2200,2019,6,1,0,0,0,-96.3944,36.4156,40,113,35850,46963,32,32,9400.01,4053,4003,46140,0,A,1400000US40113940001,5393,3210,493,985,9,0,118,578,0.5952160207676618,0.09141479695902095,0.18264416836640088,0.0016688299647691451,0.0,0.021880215093639903,0.10717596884850733,20.0,17.0,0.0,39833.0,HOMINY PUBLIC LIBRARY,6.0,16.0,4,4,14,2,7
1168,OK,OK0050,54,INOLA PUBLIC LIBRARY,15 NORTH BROADWAY,INOLA,74036,9413,P.O. BOX 1237,INOLA,74036,1237,ROGERS,9185438862,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,1817,1803,1,0,0,0.0,1.4,0.0,1.4,75459,4033,0,0,79492,-9,-9,-9,7108,1700,659,9467,-9,66862,0,0,0,0,0,1162,9156,45913,177,12368,1133,698,1,37,38,0,1742,12699,1040,1796,25238,10432,1567,23671,0,1567,25238,0,39,35,31,0,563,522,0,12,2968,0,7412,2019,6,2,0,0,0,-95.5097,36.15157,40,131,37100,92459,42,42,505.02,1079,4002,46140,0,A,1400000US40131050502,3391,2391,25,442,42,1,28,462,0.7051017398997346,0.007372456502506636,0.13034503096431732,0.012385726924211147,0.0002948982601002654,0.008257151282807431,0.13624299616632263,19.2,20.6,0.0,52386.0,INOLA PUBLIC LIBRARY,8.0,10.0,7,5,7,1,10
1169,OK,OK0056,60,LOCUST GROVE PUBLIC LIBRARY,715 E. HAROLD ANDREWS BLVD,LOCUST GROVE,74352,M,P O BOX 697,LOCUST GROVE,74352,0697,MAYES,9184796585,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,1403,1392,1,0,0,0.0,1.6,0.0,1.6,56651,277,6070,0,62998,-9,-9,-9,4169,0,239,4408,-9,58694,0,0,0,8441,8441,7136,10753,0,336,0,484,0,0,37,37,9,1612,7532,572,983,3474,1509,0,3474,0,0,3474,0,0,52,51,0,843,832,0,6,1966,3270,5680,2019,6,1,0,0,0,-95.1605,36.20003,40,97,43500,41100,42,42,405.02,3030,4002,-4,N,A,1400000US40097040502,3814,2057,11,1135,24,2,18,567,0.5393287886733089,0.0028841111693759833,0.2975878342947037,0.006292606187729418,0.0005243838489774515,0.0047194546407970635,0.14866282118510749,20.5,17.8,16.0,35649.0,LOCUST GROVE PUBLIC LIBRARY,4.0,19.0,9,6,4,4,5
1170,OK,OK0059,63,MANNFORD PUBLIC LIBRARY,101 GREEN VALLEY PARK RD,MANNFORD,74044,M,P O BOX 193,MANNFORD,74044,0193,CREEK,9188652665,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,3195,3171,1,0,0,0.0,2.58,0.0,2.58,148737,2617,0,250,151604,82503,45540,128043,6594,0,550,7144,16034,151221,0,0,0,0,0,0,22204,46511,201,12551,833,698,1,37,38,5,2080,24488,30056,3941,21610,8438,5237,16373,0,5237,21610,28,113,107,101,4,4105,3984,81,2,2207,2500,9973,2019,6,1,0,0,0,-96.3464,36.12359,40,37,46200,71522,31,31,207.06,2047,4003,46140,0,A,1400000US40037020706,5498,4227,26,344,25,4,50,822,0.7688250272826482,0.004728992360858494,0.0625682066205893,0.004547108039287013,0.0007275372862859222,0.009094216078574026,0.149508912331757,13.3,13.8,0.0,54306.0,MANNFORD PUBLIC LIBRARY,13.0,7.0,15,12,10,12,6
1171,OK,OK0060,64,MARLOW - GARLAND SMITH PUBLIC LIBRARY,702 W. MAIN,MARLOW,73055,2450,702 W. MAIN,MARLOW,73055,2450,STEPHENS,5806585354,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,4427,4393,1,0,0,0.0,2.56,0.0,2.56,103909,3299,678,0,107886,60413,15266,75679,7877,2816,0,10693,21514,107886,0,0,0,0,0,0,22119,41042,815,12777,1076,701,1,37,38,29,2028,28693,5824,3843,25083,5927,6229,18854,136,6365,25219,0,3,239,110,99,1560,924,443,14,3374,4015,16448,2019,6,1,0,0,0,-97.9637,34.64763,40,137,46600,43143,32,32,9.01,2047,4004,20340,1,A,1400000US40137000901,4619,3841,20,204,23,0,67,464,0.8315652738688027,0.004329941545789132,0.044165403767049145,0.0049794327776575015,0.0,0.014505304178393592,0.10045464386230786,12.7,13.6,25.5,56469.0,MARLOW   GARLAND SMITH PUBLIC LIBRARY,14.0,5.0,10,11,9,11,11
1172,OK,OK0070,4,PIONEER LIBRARY SYSTEM,300 NORMAN CENTER COURT,NORMAN,73072,4867,300 NORMAN CENTER COURT,NORMAN,73072,4867,CLEVELAND,4058014500,HQ,MJ,MO,Y,MC1,N,07/01/2018,06/30/2019,394333,391319,1,11,0,53.0,128.3,85.9,214.2,18088871,117445,0,665087,18871403,8429771,2807138,11236909,1618885,1115421,332055,3066361,3424309,17727579,0,0,0,0,0,814218,527978,65741,16519,29219,88677,5117,21,37,58,7369,40456,1606111,173784,244271,3150759,1294091,604183,2546576,306463,910646,3457222,3516,5038,5821,3108,1158,168442,113505,19828,487,242401,88083,1176573,2019,6,1,0,0,0,-97.4895,35.21626,40,27,52500,284014,22,22,2015.08,3023,4004,36420,0,A,1400000US40027201508,3052,2054,120,138,89,0,235,416,0.6730013106159896,0.039318479685452164,0.045216251638269984,0.029161205766710354,0.0,0.07699868938401049,0.1363040629095675,6.9,6.9,0.0,53583.0,PIONEER LIBRARY SYSTEM,19.0,8.0,21,21,21,21,21
1173,OK,OK0085,86,SAPULPA - BARTLETT CARNEGIE PUBLIC LIBRARY,27 W DEWEY,SAPULPA,74066,3909,SAME AS ST. ADDRESS,SAPULPA,74066,M,CREEK,9182245624,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,20802,20643,1,0,0,2.0,5.62,0.0,5.62,365532,13318,6031,6000,390881,189795,56501,246296,11486,7558,3062,22106,96126,364528,0,0,0,0,0,0,55617,46402,657,12993,1868,701,6,37,43,153,2704,95389,18772,16192,51405,12559,1524,49881,2000,3524,53405,150,88,128,93,11,2802,1739,980,22,24103,0,1377,2019,6,1,0,0,0,-96.1146,35.99859,40,37,65400,71522,21,21,206.02,3007,4003,46140,0,A,1400000US40037020602,3417,2388,76,359,19,10,58,507,0.6988586479367866,0.02224173251390108,0.10506292069066432,0.00556043312847527,0.0029265437518290896,0.016973953760608722,0.14837576821773485,15.3,16.3,0.0,50325.0,SAPULPA   BARTLETT CARNEGIE PUBLIC LIBRARY,12.0,12.0,11,16,18,19,18
1174,OK,OK0095,96,WAGONER CITY PUBLIC LIBRARY,302 N. MAIN,WAGONER,74467,3834,302 N. MAIN,WAGONER,74467,3834,WAGONER,9184852126,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,9061,8992,1,0,0,0.0,4.7,0.0,4.7,311620,17321,5000,3278,337219,132805,49502,182307,17020,6291,9249,32560,75952,290819,0,0,0,3078,3078,4221,39282,46402,2016,12993,3926,701,4,37,41,199,2496,37035,15600,12077,47463,6341,11521,35942,0,11521,47463,81,305,164,150,8,13370,13064,177,27,40000,0,-1,2019,6,2,0,0,0,-95.3767,35.96149,40,145,77850,81289,32,32,301.01,2118,4001,46140,0,A,1400000US40145030101,4346,2807,165,717,11,0,31,615,0.6458812701334561,0.03796594569719282,0.16497929130234698,0.0025310630464795212,0.0,0.007132995858260469,0.14150943396226415,16.1,14.6,24.2,39625.0,WAGONER CITY PUBLIC LIBRARY,11.0,17.0,20,14,15,15,20
1175,OK,OK0105,106,YUKON - MABEL C. FRY PUBLIC LIBRARY,1200 LAKESHORE DRIVE,YUKON,73099,3263,1200 LAKESHORE DRIVE,YUKON,73099,3263,CANADIAN,4053548232,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,27534,27324,1,0,0,2.0,8.68,0.0,8.68,562779,16983,5172,19572,604506,368906,131535,500441,40342,6212,5796,52350,73400,626191,0,0,0,4950,4950,4950,44004,47533,2321,21578,2589,701,10,37,47,32,3328,99676,6812,26012,209803,91917,40417,169386,43482,83899,253285,282,250,643,259,73,12652,8045,3575,9,8165,29707,-1,2019,6,1,0,0,0,-97.7227,35.50785,40,17,82950,148306,21,21,3009.05,1018,4003,36420,0,A,1400000US40017300905,5998,4477,225,220,326,3,134,613,0.7464154718239413,0.037512504168056016,0.03667889296432144,0.0543514504834945,0.0005001667222407469,0.022340780260086696,0.10220073357785929,5.1,5.9,0.0,79000.0,YUKON   MABEL C  FRY PUBLIC LIBRARY,20.0,2.0,19,20,19,17,15
1176,OK,OK0110,109,KELLYVILLE PUBLIC LIBRARY,230 E BUFFALO,KELLYVILLE,74039,M,P O BOX 1260,KELLYVILLE,74039,1260,CREEK,9182473740,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,1154,1145,1,0,0,0.0,0.8,0.0,0.8,61800,2971,0,0,64771,-9,-9,-9,205,1000,40,1245,-9,55166,0,0,0,0,0,0,14716,46402,70,12993,980,701,0,37,37,0,1664,7091,520,1073,3163,616,1694,1469,29330,31024,32493,0,0,4,4,0,86,86,0,5,1920,4246,6854,2019,6,1,0,0,0,-96.2136,35.94339,40,37,39000,71522,41,41,211.02,1071,4003,46140,0,A,1400000US40037021102,3603,2709,49,389,12,0,59,385,0.7518734388009992,0.01359977796280877,0.10796558423535942,0.0033305578684429643,0.0,0.01637524285317791,0.10685539827921177,20.2,20.2,22.7,44402.0,KELLYVILLE PUBLIC LIBRARY,5.0,14.0,1,7,5,8,4
1177,OK,OK0112,28,CLAREMORE - WILL ROGERS LIBRARY,1515 NORTH FLORENCE AVE,CLAREMORE,74017,3169,SAME AS ST. ADDRESS,CLAREMORE,74017,M,ROGERS,9183411564,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,18766,18623,1,0,0,1.0,8.0,0.0,8.0,415468,15530,0,16592,447590,196615,56973,253588,40890,21331,6481,68702,119768,442058,0,0,0,0,0,99936,40727,46402,1908,19553,4835,701,12,37,49,31,2544,89727,14872,38921,148159,48475,35711,112448,6588,42299,154747,0,25,274,108,33,3628,1948,207,15,28937,11180,16342,2019,6,1,0,0,0,-95.6037,36.32523,40,131,14700,92459,31,31,502.01,1137,4002,46140,0,A,1400000US40131050201,2614,1683,17,406,15,1,32,460,0.643840856924254,0.006503442999234889,0.15531752104055088,0.005738332058148432,0.00038255547054322876,0.01224177505738332,0.17597551644988524,8.5,7.7,,59607.0,CLAREMORE   WILL ROGERS LIBRARY,17.0,4.0,12,17,16,16,19
1178,OK,OK0118,115,CATOOSA PUBLIC LIBRARY,105 E OAK,CATOOSA,74015,2090,POB 489,CATOOSA,74015,0489,ROGERS,9182661684,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,6995,6942,1,0,0,1.0,3.5,0.0,3.5,234636,6241,0,0,240877,137998,30075,168073,17190,5520,4261,26971,32170,227214,0,0,0,0,0,25000,21090,46402,353,12993,2083,701,2,37,39,29,2288,25551,8944,5185,30168,11452,6440,23728,10747,17187,40915,0,28,155,110,11,5587,4284,656,10,4014,3290,3027,2019,6,1,0,0,0,-95.747,36.18537,40,131,12900,92459,21,21,504.08,1109,4001,46140,0,A,1400000US40131050408,2902,1808,45,471,38,0,63,477,0.6230186078566505,0.015506547208821502,0.16230186078566505,0.013094417643004824,0.0,0.021709166092350102,0.16436940041350792,17.2,15.8,18.8,54515.0,CATOOSA PUBLIC LIBRARY,9.0,6.0,17,15,13,10,13
1179,OK,OK0120,253,PIEDMONT PUBLIC LIBRARY,1129 STOUT STREET NW,PIEDMONT,73078,M,P.O. BOX 537,PIEDMONT,73078,0537,CANADIAN,4053739018,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,8189,8126,1,0,0,1.0,2.0,0.0,2.0,108667,4046,6463,33283,152459,-9,-9,-9,8294,6734,2279,17307,-9,151961,0,0,0,0,0,0,10371,46578,503,13085,484,701,4,37,41,1,2080,23450,13728,7441,43964,28312,5846,38118,112,5958,44076,1,1,228,117,0,3766,2985,0,8,3849,55450,8427,2019,6,1,0,0,0,-97.7542,35.64868,40,17,58700,148306,41,41,3002.01,2036,4003,36420,0,A,1400000US40017300201,6406,5212,46,209,27,0,134,778,0.8136122385263815,0.007180768029971901,0.032625663440524505,0.004214798626287855,0.0,0.0209178894786138,0.12144864189822042,2.8,3.0,6.4,86656.0,PIEDMONT PUBLIC LIBRARY,21.0,1.0,13,8,11,3,12
1180,OK,OK0123,271,TALALA PUBLIC LIBRARY,104 W. WATOVA,TALALA,74080,9605,PO BOX 52,TALALA,74080,0052,ROGERS,9182754540,NO,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,277,275,1,0,0,0.0,0.38,0.0,0.38,14400,4033,0,294,18727,-9,-9,-9,972,1500,0,2472,-9,13509,0,0,0,0,0,0,13501,46402,10,12993,250,701,2,37,39,1,780,1400,780,950,1300,529,483,817,15,498,1315,0,0,50,50,0,350,350,0,2,175,0,0,2019,6,1,0,0,0,-95.6997,36.53083,40,131,72200,92459,42,42,508.02,1061,4002,46140,0,A,1400000US40131050802,3137,2147,16,463,40,1,18,452,0.6844118584635002,0.005100414408670704,0.1475932419509085,0.012751036021676761,0.000318775900541919,0.0057379662097545425,0.14408670704494742,9.9,8.4,0.0,73900.0,TALALA PUBLIC LIBRARY,16.0,3.0,6,9,2,7,1
1181,OR,OR0008,OR0008,SIUSLAW PUBLIC LIBRARY DISTRICT,1460 9TH ST,FLORENCE,97439,9427,1460 9TH STREET,FLORENCE,97439,9427,LANE,5419973132,ME,LD,MO,Y,OTH,N,07/01/2018,06/30/2019,18736,17848,1,1,0,4.0,5.0,5.0,10.0,998396,2313,8934,62554,1072197,441039,166566,607605,70074,9188,24111,103373,221516,932494,0,0,0,0,0,236761,81298,48048,6876,31897,9783,0,12,24,36,298,4069,177418,11726,7715,173512,25497,22778,150734,8077,30855,181589,279,723,468,314,42,11779,8877,250,35,20019,9975,42000,2019,8,1,0,0,0,-124.104,43.97462,41,39,26050,382067,33,33,7.05,1027,4104,21660,0,A,1400000US41039000705,3993,3429,15,65,63,9,90,322,0.8587528174305034,0.003756574004507889,0.016278487352867518,0.015777610818933134,0.002253944402704733,0.022539444027047332,0.08064112196343601,19.7,18.8,100.0,34849.0,SIUSLAW PUBLIC LIBRARY DISTRICT,6.0,28.0,19,17,24,24,21
1182,OR,OR0009,OR0009,FOREST GROVE CITY LIBRARY,2114 PACIFIC AVE,FOREST GROVE,97116,2446,2114 PACIFIC AVE,FOREST GROVE,97116,2446,WASHINGTON,5039923247,ME,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,29638,28234,1,0,0,5.4,5.4,7.13,12.53,1212517,3866,0,26126,1242509,734814,345933,1080747,67091,0,20627,87718,74044,1242509,11093,0,0,0,11093,0,64618,75504,6708,32476,7960,30000,0,24,24,97,2789,137105,6886,12292,332954,110577,52157,280797,24679,76836,357633,1326,638,340,171,67,8172,5881,1460,16,15969,18856,4797,2019,8,1,0,0,0,-123.109,45.51963,41,67,26200,601592,21,21,331.01,1005,4101,38900,0,A,1400000US41067033101,3044,2301,28,37,44,15,283,336,0.7559132720105125,0.009198423127463863,0.012155059132720105,0.01445466491458607,0.00492772667542707,0.09296977660972405,0.11038107752956636,12.5,12.1,,60654.0,FOREST GROVE CITY LIBRARY,15.0,14.0,13,20,17,20,19
1183,OR,OR0019,OR0019,HILLSBORO PUBLIC LIBRARY,2850 NE BROOKWOOD PARKWAY,HILLSBORO,97124,5327,2850 NE BROOKWOOD PARKWAY,HILLSBORO,97124,5327,WASHINGTON,5036156500,ME,CI,MO,Y,CI1,N,07/01/2018,06/30/2019,156893,149460,1,1,0,21.0,26.25,49.65,75.9,10412388,16662,0,256680,10685730,4429680,1690321,6120001,448041,0,189789,637830,643316,7401147,0,0,0,0,0,0,244645,75607,14941,32476,46143,30000,63,24,87,265,6532,878284,53703,70606,2525701,1074549,335039,2190662,130014,465053,2655715,3239,3108,1653,807,91,49781,29236,927,65,89842,215396,112306,2019,8,1,0,0,0,-122.935,45.54522,41,67,34100,601592,12,12,326.08,1006,4101,38900,0,A,1400000US41067032608,2267,1436,67,18,408,15,133,190,0.6334362593736216,0.029554477282752536,0.007940008822232024,0.1799735333039259,0.0066166740185266875,0.05866784296426996,0.08381120423467137,8.0,8.6,,101591.0,HILLSBORO PUBLIC LIBRARY,25.0,1.0,27,29,28,28,29
1184,OR,OR0022,OR0022,JEFFERSON PUBLIC LIBRARY,150 N 2ND ST SUITE B,JEFFERSON,97352,M,PO BOX 1068,JEFFERSON,97352,1068,MARION,5413273826,ME,CI,SO,Y,CI2,N,07/01/2018,06/30/2019,3245,3091,1,0,0,1.0,2.0,0.0,2.0,97423,1000,0,4632,103055,-9,-9,-9,6218,0,707,6925,-9,79863,0,0,0,0,0,18663,12678,48438,776,27973,2041,0,0,24,24,15,1560,9792,1668,2232,28049,11637,3175,24874,0,3175,28049,80,11,58,58,6,888,888,458,11,2472,3420,-1,2019,8,2,0,0,7,-123.01,44.71787,41,47,37250,347818,23,23,108.02,3022,4105,41420,0,A,1400000US41047010802,6434,5230,29,107,50,17,310,691,0.8128691327323594,0.004507304942493006,0.016630400994715574,0.007771215418091389,0.0026422132421510722,0.04818153559216661,0.107398197078023,11.2,11.8,0.0,67474.0,JEFFERSON PUBLIC LIBRARY,17.0,8.0,2,1,2,1,3
1185,OR,OR0026,OR0026,JUNCTION CITY PUBLIC LIBRARY,726 GREENWOOD ST,JUNCTION CITY,97448,1628,PO BOX 280,JUNCTION CITY,97448,0280,LANE,5419988942,ME,CI,SO,Y,CI1,N,07/01/2018,06/30/2019,6125,5835,1,0,0,0.0,0.0,1.0,1.0,188999,1000,0,7763,197762,-9,-9,-9,9899,6371,0,16270,-9,137239,10000,0,0,674,10674,610,14536,48048,293,31897,1686,0,1,24,25,12,2003,17247,1925,713,31253,12354,5324,25929,14,5338,31267,0,0,54,52,0,526,500,0,7,5173,768,-1,2019,8,2,0,0,0,-123.202,44.22039,41,39,38000,382067,31,31,4.04,3041,4104,21660,0,A,1400000US41039000404,4010,3381,28,50,33,4,163,351,0.843142144638404,0.006982543640897756,0.012468827930174564,0.008229426433915213,0.000997506234413965,0.04064837905236908,0.08753117206982544,11.4,12.4,100.0,62100.0,JUNCTION CITY PUBLIC LIBRARY,16.0,12.0,1,2,3,4,5
